Phase,Code,Province,District,Constituency,Contestant,Gender,Party,Alliance,Votes,Won
2,S5KAP3,5,Kapilvastu,3,Mina Bishwakarma,Female,Gandhiwadi Party,,178,
2,S5KAP3,5,Kapilvastu,3,Tek Bahadur Pun,Male,Mongol National Organization,,227,
2,S5KAP3,5,Kapilvastu,3,Ram Keval Yadav,Male,Independent,,13,
2,S5KAP3,5,Kapilvastu,3,Ahsan Ahmed Khan,Male,Bahujan Shakti Party,,4999,
2,S4PAR1,4,Parbat,1,Govinda Prasad Poudel,Male,Rastriya Janamorcha,,234,
2,S4PAR1,4,Parbat,1,Binod Kunwar,Male,Independent,,7,
2,S4PAR1,4,Parbat,1,Indu Devi Sharma,Male,Independent,,6,
2,S4PAR1,4,Parbat,1,Tarka Bahadur Sunar,Male,Independent,,5,
2,S4PAR1,4,Parbat,1,Lal Kumari Thapa Rana,Female,Mongol National Organization,,82,
2,S4PAR1,4,Parbat,1,Yam Bahadur Chochangi Pun,Male,Naya Shakti Party,,81,
2,S4PAR1,4,Parbat,1,Man Kumari Pun Magar ,Female,Rastriya Janamukti Party,,255,
2,S4PAR1,4,Parbat,1,Til Prasad Sharma Poudel,Male,Unified RPP (Nationalist),,36,
2,S4PAR1,4,Parbat,1,Hari Har Thapa,Male,CPN-ML,,599,
2,S4PAR1,4,Parbat,1,Padam Giri,Male,CPN-UML,Left Alliance,39275,1
2,S4PAR1,4,Parbat,1,Rajendra Nepali,Male,Gandhiwadi Party,,36,
2,S4PAR1,4,Parbat,1,Jit Bahadur Gurung,Male,Sanghiya Samajwadi Forum,,59,
2,S4PAR1,4,Parbat,1,Arjun Prasad Joshi,Male,Nepali Congress,Democratic Alliance,26819,
2,S4PAR1,4,Parbat,1,Kushmakhar Bhushal,Male,Deshbhakta Janaganatantrik Morcha,,88,
2,S5PYU1,5,Pyuthan,1,Madhav Singh K.C.,Male,CPN-ML,,2565,
2,S5PYU,5,Pyuthan,1,Dhaman Singh Gurung,Male,Naya Shakti Party,,461,
2,S5PYU1,5,Pyuthan,1,Durga Poudel,Female,Rastriya Janamorcha,,47514,1
2,S5PYU1,5,Pyuthan,1,Khemraj Acharya,Male,Unified RPP (Nationalist),,255,
2,S5PYU1,5,Pyuthan,1,Govindaraj Pokhrel (Dr.),Male,Nepali Congress,Democratic Alliance,31286,
2,S5PYU1,5,Pyuthan,1,Man Bahadur Rana,Male,Mongol National Organization,,87,
2,S5PYU1,5,Pyuthan,1,Keshar Bahadur Gurung,Male,Deshbhakta Janaganatantrik Morcha,,478,
2,S6SAL1,6,Salyan,1,Bal Bahadur Giri,Male,CPN-ML,,2292,
2,S6SAL1,6,Salyan,1,Khadga Bahadur Pun,Male,Rastriya Janamukti Party,,539,
2,S6SAL1,6,Salyan,1,Rajendra Bahadur Sah,Male,Nepali Congress,Democratic Alliance,29767,
2,S6SAL1,6,Salyan,1,Dhakan Prasad Sharma,Male,Rastriya Janamorcha,,282,
2,S6SAL1,6,Salyan,1,Tek Bahadur Basnet,Male,Maoist Centre,Left Alliance,40897,1
2,S6SAL1,6,Salyan,1,Suman Kumar Bishwakarma,Male,Naya Shakti Party,,380,
2,S6SAL1,6,Salyan,1,Guru Prasad Bhandari,Male,Unified RPP (Nationalist),,637,
2,S6SAL1,6,Salyan,1,Umakant Sharma,Male,Independent,,2921,
2,S5DAN1,5,Dang,1,Ashok Kumar Yadav,Male,Sanghiya Samajwadi Forum,,573,
2,S5DAN1,5,Dang,1,Hom Prasad Sharma,Male,Naya Shakti Party,,401,
2,S5DAN1,5,Dang,1,Parshu Narayan Chaudhary,Male,Independent,,16,
2,S5DAN1,5,Dang,1,Surendra Chaudhary,Male,Independent,,265,
2,S5DAN1,5,Dang,1,Ashok Khadka,Male,Nepali Congress (B.P.),,442,
2,S5DAN1,5,Dang,1,Gaur Singh Mahar,Male,Independent,,20,
2,S5DAN1,5,Dang,1,Lilaram Chaudhary,Male,Sanghiya Khumbhuwan Loktantrik Party,,85,
2,S5DAN1,5,Dang,1,Metmani Chaudhary,Male,CPN-UML,Left Alliance,37908,1
2,S5DAN1,5,Dang,1,Rekha K.C.,Female,CPN-ML,,2012,
2,S5DAN1,5,Dang,1,Sushila Chaudhary ,Female,Nepali Congress,Democratic Alliance,24074,
2,S5DAN1,5,Dang,1,Kapil Dev Khanal,Male,Rastriya Janamorcha,,3784,
2,S5DAN2,5,Dang,2,Balaram Poudel,Male,Independent,,98,
2,S5DAN2,5,Dang,2,Thakur Rokka,Male,Rastriya Janamukti Party,,229,
2,S5DAN2,5,Dang,2,Dilmaya Bucha,Female,Mongol National Organization,,76,
2,S5DAN2,5,Dang,2,Gagan Shah,Male,Naya Shakti Party,,286,
2,S5DAN2,5,Dang,2,Ganesh Prasad Acharya,Male,Rastriya Janamorcha,,529,
2,S5DAN2,5,Dang,2,Raju Khanal,Male,Nepali Congress,Democratic Alliance,25897,
2,S5DAN2,5,Dang,2,Krishna Bahadur Mahara,Male,Maoist Centre,Left Alliance,40042,1
2,S5DAN2,5,Dang,2,Tekman Buda,Male,Sanghiya Khumbhuwan Loktantrik Party,,124,
2,S5DAN2,5,Dang,2,Bhoj Bahadur Bishwakarma,Male,CPN-ML,,2204,
2,S5DAN3,5,Dang,3,Kamala J.C.,Female,Rastriya Janamorcha,,540,
2,S5DAN3,5,Dang,3,Hramani Poudel ,Male,Deshbhakta Janaganatantrik Morcha,,154,
2,S5DAN3,5,Dang,3,Himlal Chaudhary,Male,CPN-ML,,1409,
2,S5DAN3,5,Dang,3,Bal Krishna Sharma,Male,Independent,,26,
2,S5DAN3,5,Dang,3,Dipak Giri,Male,Nepali Congress,Democratic Alliance,33730,
2,S5DAN3,5,Dang,3,Sher Bahadur Ale (Magar),Male,Sanghiya Khumbhuwan Loktantrik Party,,27,
2,S5DAN3,5,Dang,3,Hari Prasad Rijal,Male,Naya Shakti Party,,272,
2,S5DAN3,5,Dang,3,Nara Bahadur Bali,Male,Independent,,13,
2,S5DAN3,5,Dang,3,Yadav Bandari,Male,Independent,,48,
2,S5DAN3,5,Dang,3,Hirachandra K.C.,Male,CPN-UML,Left Alliance,40287,1
2,S6DAI1,6,Dailekh,1,Purna Bahadur Shahi,Male,Rastriya Janamorcha,,317,
2,S6DAI1,6,Dailekh,1,Ganesh Bahadur Khadka,Male,Independent,,315,
2,S6DAI1,6,Dailekh,1,Kishor Kumar Singh,Male,Unified RPP (Nationalist),,346,
2,S6DAI1,6,Dailekh,1,Bharat Kumar K.C.,Male,Naya Shakti Party,,156,
2,S6DAI1,6,Dailekh,1,Bam Bahadur Singh,Male,Nepal Majdur Kishan Party,,534,
2,S6DAI1,6,Dailekh,1,Dipak Kumar Shahi,Male,RPP,,17252,
2,S6DAI1,6,Dailekh,1,Rabindra Raj Sharma,Male,CPN-UML,Left Alliance,23773,1
2,S6DAI1,6,Dailekh,1,Bam Bahadur Shahi,Male,Deshbhakta Janaganatantrik Morcha,,137,
2,S6DAI2,6,Dailekh,2,Krishna Bahadur Gurung,Male,Deshbhakta Janaganatantrik Morcha,,687,
2,S6DAI2,6,Dailekh,2,Jagya Bahadur Shahi,Male,Nepal Majdur Kishan Party,,2647,
2,S6DAI2,6,Dailekh,2,Him Bahadur Karki,Male,Naya Shakti Party,,238,
2,S6DAI2,6,Dailekh,2,Raj Bahadur Buda Chhetri,Male,CPN-UML,Left Alliance,23323,1
2,S6DAI2,6,Dailekh,2,Kamalapati Subedi,Male,Bibeksheel Sajha Party,,97,
2,S6DAI2,6,Dailekh,2,Shivaraj Joshi,Male,Nepali Congress,Democratic Alliance,16634,
2,S6DAI2,6,Dailekh,2,Bhim Bahadur Bista,Male,Rastriya Janamorcha,,433,
2,S6SUR1,6,Surkhet,1,Ramma Acharya,Female,Bibeksheel Sajha Party,,36,
2,S6SUR1,6,Surkhet,1,Jiwan Kumar Shakya,Male,Nepal Majdur Kishan Party,,52,
2,S6SUR1,6,Surkhet,1,Dhan Bir Kami,Male,Sanghiya Samajwadi Forum,,291,
2,S6SUR1,6,Surkhet,1,Dev Bahadur Pun Magar,Male,Mongol National Organization,,72,
2,S6SUR1,6,Surkhet,1,Chakkra Bahadur Nepali,Male,Unified RPP (Nationalist),,139,
2,S6SUR1,6,Surkhet,1,Dhurva Kumar Shahi,Male,CPN-UML,Left Alliance,36759,1
2,S6SUR1,6,Surkhet,1,Mohan Thapa,Male,Rastriya Janamorcha,,290,
2,S6SUR1,6,Surkhet,1,Resham Kumar Rana,Male,Naya Shakti Party,,137,
2,S6SUR1,6,Surkhet,1,Purna Bahadur Khadka,Male,Nepali Congress,Democratic Alliance,33377,
2,S6SUR2,6,Surkhet,2,Govinda Prasad Acharya,Male,Bibeksheel Sajha Party,,740,
2,S6SUR2,6,Surkhet,2,Indra Bahadur Khadka,Male,Unified RPP (Nationalist),,426,
2,S6SUR2,6,Surkhet,2,Nara Bahadur Darlami Magar,Male,Mongol National Organization,,799,
2,S6SUR2,6,Surkhet,2,Bam Bahadur Shahi,Male,Nepal Majdur Kishan Party,,251,
2,S6SUR2,6,Surkhet,2,Kalusingh Nepali,Male,Nepal Dalit Party,,47,
2,S6SUR2,6,Surkhet,2,Navraj Rawat,Male,CPN-UML,Left Alliance,37447,1
2,S6SUR2,6,Surkhet,2,Krishna Kumari Rawal,Female,Rastriya Janamorcha,,254,
2,S6SUR2,6,Surkhet,2,Hridayram Thani,Male,Nepali Congress,Democratic Alliance,28646,
2,S6SUR2,6,Surkhet,2,Prachanda Kumar Pokhrel,Male,Naya Shakti Party,,303,
2,S6SUR2,6,Surkhet,2,Khadananda Lamichhane,Male,Deshbhakta Janaganatantrik Morcha,,77,
2,S5BAN1,5,Banke,1,Rishi Ram Tharu,Male,Deshbhakta Janaganatantrik Morcha,,146,
2,S5BAN1,5,Banke,1,Kamala Khadka,Female,Rastriya Janamorcha,,334,
2,S5BAN1,5,Banke,1,Khadag Raj Thapa,Male,Nepal Majdur Kishan Party,,210,
2,S5BAN1,5,Banke,1,Madhav Ram Khatri,Male,Nepali Congress,Democratic Alliance,28217,
2,S5BAN1,5,Banke,1,Lal Bahadur Shah,Male,Sanghiya Samajwadi Forum,,4588,
2,S5BAN1,5,Banke,1,Maheshwar Jung Gahatraj (Athak),Male,Maoist Centre,Left Alliance,31173,1
2,S5BAN1,5,Banke,1,Kushal Adhikari,Male,Bibeksheel Sajha Party,,393,
2,S5BAN1,5,Banke,1,Budha Bahadur Sunar,Male,Naya Shakti Party,,381,
2,S5BAN1,5,Banke,1,Sonu Gurung,Female,Rastriya Janamukti Party,,175,
2,S5BAN1,5,Banke,1,Pankaj Kumar Sharma,Male,Unified RPP (Nationalist),,626,
2,S5BAN2,5,Banke,2,Nagendra Kunwar,Male,Bibeksheel Sajha Party,,620,
2,S5BAN2,5,Banke,2,Bed Prasad Acharya,Male,Naya Shakti Party,,282,
2,S5BAN2,5,Banke,2,Bijay Kumar Gupta,Male,RJP-N,,1497,
2,S5BAN2,5,Banke,2,Bhim Bahadur Tamang,Male,Independent,,198,
2,S5BAN2,5,Banke,2,Munabbar Ali Halwai,Male,Nepal Sanghiya Samajwadi Party,,174,
2,S5BAN2,5,Banke,2,Dhan Singh Rana Magar,Male,Rastriya Janamukti Party,,74,
2,S5BAN2,5,Banke,2,Pashupati Dayal Mishra,Male,CPN-UML,Left Alliance,15951,
2,S5BAN2,5,Banke,2,Shiva Bahadur Dotel,Male,Independent,,485,
2,S5BAN2,5,Banke,2,Om Prakash Aajad,Male,RPP,,11622,
2,S5BAN2,5,Banke,2,Tej Narayan Kandel,Male,Unified RPP (Nationalist),,679,
2,S5BAN2,5,Banke,2,Krishna Raj Pandey,Male,Rastriya Janamorcha,,189,
2,S5BAN2,5,Banke,2,Dal Bahadur Pariyar,Male,Nepal Majdur Kishan Party,,74,
2,S5BAN2,5,Banke,2,Abdul Hakim Halwai,Male,Independent,,25,
2,S5BAN2,5,Banke,2,Madan Singh Adhikari,Male,Deshbhakta Janaganatantrik Morcha,,114,
2,S5BAN2,5,Banke,2,Lilau Darji,Male,Jana Samajwadi Party,,683,
2,S5BAN2,5,Banke,2,Mohammad Aalam Siddhiki,Male,Independent,,31,
2,S5BAN2,5,Banke,2,Mohammad Ishtiyak Rai,Male,Sanghiya Samajwadi Forum,,21575,1
2,S5BAN3,5,Banke,3,Badshah Kurmi,Male,Nepali Congress,Democratic Alliance,26617,
2,S5BAN3,5,Banke,3,Manoj Kumar Dixit,Male,Sanghiya Samajwadi Forum,,2737,
2,S5BAN3,5,Banke,3,Birendra Prakash Pun,Male,Naya Shakti Party,,205,
2,S5BAN3,5,Banke,3,Nanda Lal Rokka Chhetri,Male,CPN-UML,Left Alliance,31601,1
2,S5BAN3,5,Banke,3,Mukunda Singh Bali,Male,Deshbhakta Janaganatantrik Morcha,,227,
2,S5BAN3,5,Banke,3,Man Bahadur Bhandari,Male,Rastriya Janamorcha,,340,
2,S5BAN3,5,Banke,3,Nagendra Bahadur Budachhetri,Male,Nepal Majdur Kishan Party,,125,
2,S5BAN3,5,Banke,3,Mahmudul Hasan Ansari,Male,RJP-N,,1711,
2,S5BAR1,5,Bardiya,1,Nara Bahadur Bohara,Male,CPN-ML,,2372,
2,S5BAR1,5,Bardiya,1,Navraj Adhikari,Male,Independent,,99,
2,S5BAR1,5,Bardiya,1,Kashim Ali Siddhiki,Male,Sanghiya Samajwadi Forum,,697,
2,S5BAR1,5,Bardiya,1,Lok Raj Jaisi (Joshi),Male,Deshbhakta Janaganatantrik Morcha,,70,
2,S5BAR1,5,Bardiya,1,Chandra Kanta Sharma Dhakal,Male,Bibeksheel Sajha Party,,118,
2,S5BAR1,5,Bardiya,1,Ram Charan Tharu,Male,Unified RPP (Nationalist),,249,
2,S5BAR1,5,Bardiya,1,Megh Bahadur Kami,Male,Nepal Dalit Party,,206,
2,S5BAR1,5,Bardiya,1,Keshav Raj Poudel,Male,Naya Shakti Party,,455,
2,S5BAR1,5,Bardiya,1,Harilal Neupane,Male,Nepal Majdur Kishan Party,,128,
2,S5BAR1,5,Bardiya,1,Lok Bahadur Rana Magar,Male,Rastriya Janamorcha,,163,
2,S5BAR1,5,Bardiya,1,Laxmi Mahatara,Female,Rastriya Janamukti Party,,43,
2,S5BAR1,5,Bardiya,1,Bamdev Gautam,Male,CPN-UML,Left Alliance,44076,
2,S5BAR1,5,Bardiya,1,Sanjay Kumar Gautam,Male,Nepali Congress,Democratic Alliance,44829,1
2,S5BAR2,5,Bardiya,2,Kadak Bahadur Malla,Male,Deshbhakta Janaganatantrik Morcha,,162,
2,S5BAR2,5,Bardiya,2,Anirudya Arya,Male,Sanghiya Samajwadi Forum,,227,
2,S5BAR2,5,Bardiya,2,Santa Kumar Tharu,Male,Maoist Centre,Left Alliance,50555,1
2,S5BAR2,5,Bardiya,2,Hattibal Kami,Male,Nepal Dalit party,,123,
2,S5BAR2,5,Bardiya,2,Gopal Dahit,Male,Nepali Congress,Democratic Alliance,36735,
2,S5BAR2,5,Bardiya,2,Mohan Lal Chaudhary,Male,Naya Shakti Party,,456,
2,S5BAR2,5,Bardiya,2,Ratan Singh Rawat,Male,Rastriya Janamorcha,,197,
2,S5BAR2,5,Bardiya,2,Cholaram Jaisi,Male,Nepal Majdur Kishan Party,,145,
2,S7ACH1,7,Achham,1,Bharat Kumar Swar,Male,Nepali Congress,Democratic Alliance,17689,
2,S7ACH1,7,Achham,1,Bhim Bahadur Rawal,Male,CPN-UML,Left Alliance,24893,1
2,S7ACH2,7,Achham,2,Yagya Bahadur Bogati,Male,CPN-UML,Left Alliance,21965,1
2,S7ACH2,7,Achham,2,Pushpa Bahadur Shah,Male,Nepali Congress,Democratic Alliance,19106,
2,S7ACH2,7,Achham,2,Jhankar Bahadur Shahi,Male,Nepal Majdur Kishan Party,,173,
2,S7DOT1,7,Doti,1,Beni Madhav Joshi,Male,Rastriya Janamorcha,,672,
2,S7DOT1,7,Doti,1,Shri Chandra Shrestha,Male,Sanghiya Samajwadi Forum,,574,
2,S7DOT1,7,Doti,1,Puskar Kunwar,Male,Bibeksheel Sajha Party,,303,
2,S7DOT1,7,Doti,1,Prem Ale,Male,CPN-UML,Left Alliance,32510,1
2,S7DOT1,7,Doti,1,Umesh Tailor,Male,Nepal Dalit party,,176,
2,S7DOT1,7,Doti,1,Bir Bahadur Balayar,Male,Nepali Congress,Democratic Alliance,30878,
2,S7KAI1,7,Kailali,1,Lok Bahadur Budachhetri,Male,Bibeksheel Sajha Party,,240,
2,S7KAI1,7,Kailali,1,Ishwari Neupane,Male,Nepali Congress,Democratic Alliance,11203,
2,S7KAI1,7,Kailali,1,Tilak Bahadur Bhandari,Male,Independent,,28,
2,S7KAI1,7,Kailali,1,Bhagat Ram Tharu (Chaudhary),Male,Sanghiya Samajwadi Forum,,678,
2,S7KAI1,7,Kailali,1,Sanjiv Bhattarai,Male,Independent,,88,
2,S7KAI1,7,Kailali,1,Sher Singh Bishwakarma,Male,Nepal Dalit party,,80,
2,S7KAI1,7,Kailali,1,Madan Kumari Shah,Female,CPN-UML,Left Alliance,13406,
2,S7KAI1,7,Kailali,1,Basanta Raj Khatri,Male,Naya Shakti Party,,335,
2,S7KAI1,7,Kailali,1,Resham Lal Chaudhary,Male,RJP-N,,34341,1
2,S7KAI1,7,Kailali,1,Til Bahadur Damai,Male,Rastriya Janamorcha,,103,
2,S7KAI1,7,Kailali,1,Maya Ram Acharya,Male,Deshbhakta Janaganatantrik Morcha,,121,
2,S7KAI1,7,Kailali,1,Dhan Bahadur Magar,Male,Nepal Majdur Kishan Party,,68,
2,S7KAI2,7,Kailali,2,Man Bahadur Shahi,Male,Rastriya Janamorcha,,109,
2,S7KAI2,7,Kailali,2,Ram Prasad Chaudhary,Male,RJP-N,,5967,
2,S7KAI2,7,Kailali,2,Mohan Singh Rathore,Male,Nepali Congress,Democratic Alliance,23313,
2,S7KAI2,7,Kailali,2,Ramesh Kumar Rawal,Male,Nepal Majdur Kishan Party,,299,
2,S7KAI2,7,Kailali,2,Nripa Bahadur Thyayat,Male,Naya Shakti Party,,444,
2,S7KAI2,7,Kailali,2,Jhapat Bahadur Rawal,Male,CPN-UML,Left Alliance,25157,1
2,S7KAI3,7,Kailali,3,Gauri Shanker Chaudhary,Male,Maoist Centre,Left Alliance,24879,1
2,S7KAI3,7,Kailali,3,Mina Chaudhary,Female,RJP-N,,4044,
2,S7KAI3,7,Kailali,3,Merjan Bahadur Sahi,Male,Rastriya Janamorcha,,244,
2,S7KAI3,7,Kailali,3,Dipak Gautam,Male,Bibeksheel Sajha Party,,390,
2,S7KAI3,7,Kailali,3,Prem Raj Chaudhary,Male,Unified RPP (Nationalist),,1197,
2,S7KAI3,7,Kailali,3,Bhanu Ram Dagaura Tharu,Male,Sanghiya Samajwadi Forum,,822,
2,S7KAI3,7,Kailali,3,Dili Raj Joshi,Male,Naya Shakti Party,,1917,
2,S7KAI3,7,Kailali,3,Parek Bahadur Rawal,Male,CPN-ML,,3255,
2,S7KAI3,7,Kailali,3,Ram Janam Chaudhary,Male,Nepali Congress,Democratic Alliance,20494,
2,S7KAI4,7,Kailali,4,Binod Malla,Male,Bibeksheel Sajha Party,,711,
2,S7KAI4,7,Kailali,4,Khadak Bahadur Saud,Male,Naya Shakti Party,,448,
2,S7KAI4,7,Kailali,4,Sunil Kumar Bhandari,Male,Nepali Congress,Democratic Alliance,20960,
2,S7KAI4,7,Kailali,4,Tanka Prasad Koirala,Male,Deshbhakta Janaganatantrik Morcha,,302,
2,S7KAI4,7,Kailali,4,Lekh Raj Bhatta,Male,Maoist Centre,Left Alliance,31359,1
2,S7KAI4,7,Kailali,4,Lachhiram Acharya,Male,Rastriya Janamorcha,,1107,
2,S7KAI4,7,Kailali,4,Gita Chhetri,Female,Independent,,3173,
2,S7KAI5,7,Kailali,5,Suresh Yadav,Male,Sanghiya Samajwadi Forum,,203,
2,S7KAI5,7,Kailali,5,Maniram Chaulagain,Male,Rastriya Janamukti Party,,50,
2,S7KAI5,7,Kailali,5,Laxman Chaudhary,Male,RJP-N,,6747,
2,S7KAI5,7,Kailali,5,Aarju Rana Deuba,Female,Nepali Congress,Democratic Alliance,22322,
2,S7KAI5,7,Kailali,5,Nanda Kumari Darlamimagar (Rana),Female,Nepal Majdur Kishan Party,,63,
2,S7KAI5,7,Kailali,5,Bintiram Chaudhary,Male,Deshbhakta Janaganatantrik Morcha,,60,
2,S7KAI5,7,Kailali,5,Gor Bahadur Kami,Male,Rastriya Janamorcha,,245,
2,S7KAI5,7,Kailali,5,Dinesh Raj Bhandari,Male,Bibeksheel Sajha Party,,2722,
2,S7KAI5,7,Kailali,5,Narad Muni Rana,Male,CPN-UML,Left Alliance,27202,1
2,S7DAD1,7,Dadeldhura,1,Lal Bahadur Jagri,Male,Rastriya Janamorcha,,103,
2,S7DAD1,7,Dadeldhura,1,Karna Singh Rawal,Male,Independent,,140,
2,S7DAD1,7,Dadeldhura,1,Laxmi Dutta Bhatta,Male,Rastriya Mukti Aandolan,,857,
2,S7DAD1,7,Dadeldhura,1,Ramesh Tamata,Male,Nepal Dalit party,,83,
2,S7DAD1,7,Dadeldhura,1,Khag Raj Bhatta,Male,Maoist Centre,Left Alliance,21498,
2,S7DAD1,7,Dadeldhura,1,Sher Bahadur Deuba,Male,Nepali Congress,Democratic Alliance,28446,1
2,S7KAN1,7,Kanchanpur,1,Nira Devi Shahi,Female,Independent,,37,
2,S7KAN1,7,Kanchanpur,1,Rupa Devi Bista,Female,Independent,,78,
2,S7KAN1,7,Kanchanpur,1,Makar Bahadur Thapa,Male,Sanghiya Samajwadi Forum,,124,
2,S7KAN1,7,Kanchanpur,1,Paltu Rana,Male,RJP-N,,690,
2,S7KAN1,7,Kanchanpur,1,Laxmi Narayan Chaudhary,Male,Bibeksheel Sajha Party,,480,
2,S7KAN1,7,Kanchanpur,1,Diwan Singh Bista,Male,Nepali Congress,Democratic Alliance,19219,
2,S7KAN1,7,Kanchanpur,1,Bina Magar,Female,Maoist Centre,Left Alliance,38467,1
2,S7KAN1,7,Kanchanpur,1,Amar Singh Bista,Male,Naya Shakti Party,,297,
2,S7KAN1,7,Kanchanpur,1,Lokendra Prasad Lamsal,Male,Rastriya Janamorcha,,871,
2,S7KAN2,7,Kanchanpur,2,Ram Bahadur Karki,Male,Rastriya Janamorcha,,303,
2,S7KAN2,7,Kanchanpur,2,Rajya Laxmi Rana,Female,RJP-N,,264,
2,S7KAN2,7,Kanchanpur,2,Nara Bahadur Dhami,Male,CPN-UML,Left Alliance,33220,1
2,S7KAN2,7,Kanchanpur,2,Chakra Dev Joshi,Male,Nepali Congress (B.P.),,39,
2,S7KAN2,7,Kanchanpur,2,Chandra Bahadur Dagaura,Male,Deshbhakta Janaganatantrik Morcha,,459,
2,S7KAN2,7,Kanchanpur,2,Narayan Prasad Saud ,Male,Nepali Congress,Democratic Alliance,24893,
2,S7KAN2,7,Kanchanpur,2,Rakesh Bahadur Luhar,Male,Nepal Dalit party,,66,
2,S7KAN2,7,Kanchanpur,2,Sushil Prasad Badu,Male,Bibeksheel Sajha Party,,280,
2,S7KAN3,7,Kanchanpur,3,Dipendra Karki,Male,Bibeksheel Sajha Party,,303,
2,S7KAN3,7,Kanchanpur,3,Mahesh Tiruwa,Male,Nepal Dalit party,,39,
2,S7KAN3,7,Kanchanpur,3,Janak Singh Saud,Male,Naya Shakti Party,,210,
2,S7KAN3,7,Kanchanpur,3,Ramesh Lekhak,Male,Nepali Congress,Democratic Alliance,26106,
2,S7KAN3,7,Kanchanpur,3,Lal Bahadur Kunwar,Male,Rastriya Janamorcha,,171,
2,S7KAN3,7,Kanchanpur,3,Mohan Bahadur Shahi,Male,Sanghiya Samajwadi Forum,,101,
2,S7KAN3,7,Kanchanpur,3,Dipak Prakash Bhatta,Male,CPN-UML,Left Alliance,26364,1
2,S7KAN3,7,Kanchanpur,3,Ruby Jairu (Sarki),Female,RJP-N,,196,
2,S7KAN3,7,Kanchanpur,3,Hira Singh Bista,Male,Independent,,39,
2,S5NAWW1,5,Nawalparasi (W),1,Hemanta Raj Neupane,Male,Bibeksheel Sajha Party,,374,
2,S5NAWW1,5,Nawalparasi (W),1,Devkaran Prasad Kalwar,Male,Nepali Congress,Democratic Alliance,33591,
2,S5NAWW1,5,Nawalparasi (W),1,Chij Kumar Shrestha,Male,Independent,,9,
2,S5NAWW1,5,Nawalparasi (W),1,Arun Kumar Singh Gharti (Chhetri),Male,RJP-N,,907,
2,S5NAWW1,5,Nawalparasi (W),1,Ram Prasad Bhedihar,Male,Independent,,33,
2,S5NAWW1,5,Nawalparasi (W),1,Shova Devi Lamichhane,Female,Rastriya Janamorcha,,113,
2,S5NAWW1,5,Nawalparasi (W),1,Sumitra Thapa,Female,Rastriya Janamukti Party,,1193,
2,S5NAWW1,5,Nawalparasi (W),1,Dharma Chaudhary,Male,Independent,,229,
2,S5NAWW1,5,Nawalparasi (W),1,Balchan Chamar,Male,Bahujan Samaj Party,,73,
2,S5NAWW1,5,Nawalparasi (W),1,Aliyash Miya,Male,Independent,,18,
2,S5NAWW1,5,Nawalparasi (W),1,Narendra Gosain,Male,Sanghiya Samajwadi Forum,,317,
2,S5NAWW1,5,Nawalparasi (W),1,Ramchandra Pokhrel,Male,Deshbhakta Janaganatantrik Morcha,,156,
2,S5NAWW1,5,Nawalparasi (W),1,Baburam Chamar,Male,Naya Shakti Party,,142,
2,S5NAWW1,5,Nawalparasi (W),1,Hridayesh Tripathi,Male,CPN-UML,Left Alliance,38592,1
2,S5NAWW1,5,Nawalparasi (W),1,Nilkanth Poudel,Male,Independent,,35,
2,S5NAWW2,5,Nawalparasi (W),2,Devendra Raj Kandel,Male,Nepali Congress,Democratic Alliance,34130,1
2,S5NAWW2,5,Nawalparasi (W),2,Bal Bahadur Tilija Pun,Male,Rastriya Janamukti Party,,562,
2,S5NAWW2,5,Nawalparasi (W),2,Chinak Kurmi,Male,Naya Shakti Party,,641,
2,S5NAWW2,5,Nawalparasi (W),2,Birendra Prasad Chaudhary,Male,Sanghiya Samajwadi Forum,,1136,
2,S5NAWW2,5,Nawalparasi (W),2,Govinda Prasad Chaudhary,Male,RJP-N,,16928,
2,S5NAWW2,5,Nawalparasi (W),2,Jitendra Gupta,Male,Bahujan Shakti Party,,235,
2,S5NAWW2,5,Nawalparasi (W),2,Amar Dhobi,Male,Deshbhakta Loktantrik Party,,35,
2,S5NAWW2,5,Nawalparasi (W),2,Tila Bahadur Suryabaisi,Male,Rastriya Janamorcha,,213,
2,S5NAWW2,5,Nawalparasi (W),2,Juna Kumari Kandel,Female,Independent,,35,
2,S5NAWW2,5,Nawalparasi (W),2,Prem Lal Rimal,Male,Deshbhakta Janaganatantrik Morcha,,103,
2,S5NAWW2,5,Nawalparasi (W),2,Dhanashyam Yadav Ahir,Male,Maoist Centre,Left Alliance,23898,
