Phase,Code,Province,District,National_Constituency,Province_Constituency,Contestant,Gender,Party,Votes,Won
2,S3KAV22,3,Kavre,2,B,Kanchan Chandra Wade,Male,Nepali Congress,21780,
2,S3KAV22,3,Kavre,2,B,Ram Chandra Shrestha,Male,CPN-ML,452,
2,S3MAK11,3,Makwanpur,1,A,Chet Narayan Rana,Male,Unified RPP (Nationalist),189,
2,S3MAK11,3,Makwanpur,1,A,Sitaram Ghalan,Male,Nepal Sanghiya Samajwadi Party,48,
2,S3MAK11,3,Makwanpur,1,A,Narayan Prasad Sapkota,Male,Naya Shakti Party,59,
2,S3MAK11,3,Makwanpur,1,A,Dharma Raj Lamichhane,Male,Nepali Congress,18775,
2,S3MAK11,3,Makwanpur,1,A,Ramesh B.K. Jatal,Male,RJP-N,109,
2,S3MAK11,3,Makwanpur,1,A,Man Bahadur Syangtan,Male,Deshbhakta Janaganatantrik Morcha,165,
2,S3MAK11,3,Makwanpur,1,A,Prem Bahadur Pulami,Male,Maoist Centre,21629,1
2,S3MAK11,3,Makwanpur,1,A,Yoga Bahadur Bholan,Male,Rastriya Janamukti party,53,
2,S3MAK11,3,Makwanpur,1,A,Arjun Neupane,Male,Rastriya Janamorcha,39,
2,S3MAK11,3,Makwanpur,1,A,Pyar Singh Yonjan,Male,Sanghiya Samajwadi Forum,81,
2,S3MAK11,3,Makwanpur,1,A,Jiwan Gole,Male,Independent,9,
2,S3MAK11,3,Makwanpur,1,A,Mukesh Prasad Chaudhary,Male,Bibeksheel Sajha Party,281,
2,S3MAK12,3,Makwanpur,1,B,Shyam Prasad Dhakal,Male,Churebhawar Loktantrik Part,34,
2,S3MAK12,3,Makwanpur,1,B,Man Kumar Neupane,Male,Deshbhakta Janaganatantrik Morcha,62,
2,S3MAK12,3,Makwanpur,1,B,Ashokraj Shakya,Male,Nepali Congress,16581,
2,S3MAK12,3,Makwanpur,1,B,Rajan Mainali,Male,Naya Shakti Party,247,
2,S3MAK12,3,Makwanpur,1,B,Hira Kumari Timilsina,Female,Rastriya Janamorcha,36,
2,S3MAK12,3,Makwanpur,1,B,Pratibha Dangol,Female,Bibeksheel Sajha Party,1614,
2,S3MAK12,3,Makwanpur,1,B,Surendrasundar Shakya,Male,Independent,28,
2,S3MAK12,3,Makwanpur,1,B,Navraj Muktan,Male,Sanghiya Samajwadi Forum,261,
2,S3MAK12,3,Makwanpur,1,B,Uttam Gomja,Male,Rastriya Janamukti party,297,
2,S3MAK12,3,Makwanpur,1,B,Hira Bahadur Waiba,Male,Nepal Majdur Kishan Party,55,
2,S3MAK12,3,Makwanpur,1,B,Dormani Paudel,Male,CPN-UML,20703,1
2,S3MAK21,3,Makwanpur,2,A,Apsara Lopchan,Female,Independent,20,
2,S3MAK21,3,Makwanpur,2,A,Amrit Lama,Male,Rastriya Janamukti party,58,
2,S3MAK21,3,Makwanpur,2,A,Kumari Muktan,Female,Maoist Centre,27243,1
2,S3MAK21,3,Makwanpur,2,A,Milan Kumar Karki,Male,Independent,515,
2,S3MAK21,3,Makwanpur,2,A,As Lal Syangtan,Male,Deshbhakta Janaganatantrik Morcha,85,
2,S3MAK21,3,Makwanpur,2,A,Dhurvaraj Dhakal,Male,Naya Shakti Party,379,
2,S3MAK21,3,Makwanpur,2,A,Yatiraj Sapkota,Male,Nepali Congress,14125,
2,S3MAK21,3,Makwanpur,2,A,Nir Bahadur Sintan,Male,Rastriya Janamorcha,242,
2,S3MAK21,3,Makwanpur,2,A,Aaite Singh Dimdung,Male,CPN-ML,1694,
2,S3MAK21,3,Makwanpur,2,A,Bir Bahadur Gole,Male,Mongol National Organization,84,
2,S3MAK22,3,Makwanpur,2,B,Krishna Bahadur Gole,Male,Rastriya Janamorcha,41,
2,S3MAK22,3,Makwanpur,2,B,Dil Bahadur Rumba,Male,Rastriya Janamukti party,32,
2,S3MAK22,3,Makwanpur,2,B,Chini Maya Bulun,Female,Nepal Majdur Kishan Party,67,
2,S3MAK22,3,Makwanpur,2,B,Prakash Kumar Mainali,Male,Naya Shakti Party,291,
2,S3MAK22,3,Makwanpur,2,B,Indra Bahadur Baniya,Male,Nepali Congress,19245,1
2,S3MAK22,3,Makwanpur,2,B,Chhetra Bahadur Thing,Male,Deshbhakta Janaganatantrik Morcha,79,
2,S3MAK22,3,Makwanpur,2,B,Rajaram Syangtan,Male,CPN-UML,17834,
2,S3MAK22,3,Makwanpur,2,B,Thulo Kanchha Sunar,Male,CPN-ML,809,
2,S2RAU11,2,Rautahat,1,A,Bigu Mahato,Male,RPP,89,
2,S2RAU11,2,Rautahat,1,A,Surendra Sahni,Male,Independent,8,
2,S2RAU11,2,Rautahat,1,A,Sanjay Kumar Hajara,Male,Bahujan Shakti Party,43,
2,S2RAU11,2,Rautahat,1,A,Narendra Prasad Jaiswal,Male,Independent,1,
2,S2RAU11,2,Rautahat,1,A,Bikash Bikram Sah,Male,Independent,6,
2,S2RAU11,2,Rautahat,1,A,Jitendra Singh,Male,"Dalit, Muslim Janashakti Party",130,
2,S2RAU11,2,Rautahat,1,A,Kamlesh Sah Kalwar,Male,Independent,6,
2,S2RAU11,2,Rautahat,1,A,Bigan Sah Teli,Male,RPP (Democratic),230,
2,S2RAU11,2,Rautahat,1,A,Nasaruddin Miya,Male,Rastriya Janamorcha,204,
2,S2RAU11,2,Rautahat,1,A,Ram Sagar Baitha,Male,Independent,8,
2,S2RAU11,2,Rautahat,1,A,Prabha Kumari Singh,Female,Nepali Janata Dal,213,
2,S2RAU11,2,Rautahat,1,A,Surendra Sah Kanu,Male,Independent,17,
2,S2RAU11,2,Rautahat,1,A,Chandan Kumar Jaiswal,Male,Independent,12,
2,S2RAU11,2,Rautahat,1,A,Nagendra Sah,Male,Nepali Congress,7150,
2,S2RAU11,2,Rautahat,1,A,Pramod Kumar Jha,Male,Sanghiya Loktantrik Rastriya Manch (Tharuhat),37,
2,S2RAU11,2,Rautahat,1,A,Hari Shanker Pandey,Male,Independent,5,
2,S2RAU11,2,Rautahat,1,A,Babulal Sah Kanu,Male,RJP-N,10524,1
2,S2RAU11,2,Rautahat,1,A,Satrughan Prasad Jaiswal,Male,Independent,18,
2,S2RAU11,2,Rautahat,1,A,Sah Mahmad Miya,Male,Independent,4,
2,S2RAU11,2,Rautahat,1,A,Bindeshwar Mahara,Male,Independent,11,
2,S2RAU11,2,Rautahat,1,A,Rajendra Baitha Dhobi,Male,Independent,4,
2,S2RAU11,2,Rautahat,1,A,Bhikhari Prasad Yadav,Male,CPN-UML,7210,
2,S2RAU11,2,Rautahat,1,A,Newalal Rae Yadav,Male,Naya Shakti Party,60,
2,S2RAU12,2,Rautahat,1,B,Suresh Mahato,Male,Independent,8,
2,S2RAU12,2,Rautahat,1,B,Upendra Prasad Sah,Male,Maoist Centre,7393,
2,S2RAU12,2,Rautahat,1,B,Yogendra Rae Yadav,Male,Sanghiya Samajwadi Forum,8957,1
2,S2RAU12,2,Rautahat,1,B,Baiju Sahni,Male,Naya Shakti Party,135,
2,S2RAU12,2,Rautahat,1,B,Kalimulla Mansuri,Male,Nepal Majdur Kishan Party,69,
2,S2RAU12,2,Rautahat,1,B,Ram Dayal Mahato,Male,Independent,18,
2,S2RAU12,2,Rautahat,1,B,Sanjib Kumar Yadav,Male,Independent,8,
2,S2RAU12,2,Rautahat,1,B,Jayram Rae  Yadav,Male,Independent,465,
2,S2RAU12,2,Rautahat,1,B,Ram Pukar Pasman,Male,Bahujan Shakti Party,598,
2,S2RAU12,2,Rautahat,1,B,Dinesh Kumar Yadav,Male,Independent,15,
2,S2RAU12,2,Rautahat,1,B,Sikindra Prasad Chaudhary,Male,Independent,7,
2,S2RAU12,2,Rautahat,1,B,Panilal Hajara,Male,Independent,3,
2,S2RAU12,2,Rautahat,1,B,Rajesh Kumar Chaudhary,Male,Nepali Congress,8679,
2,S2RAU12,2,Rautahat,1,B,Sanjib  Yadav,Male,Nepali Janata Dal,168,
2,S2RAU12,2,Rautahat,1,B,Ramaishwar Nayak,Male,Deshbhakta Janaganatantrik Morcha,607,
2,S2RAU12,2,Rautahat,1,B,Bindeshwar Prasad Yadav,Male,Independent,14,
2,S2RAU12,2,Rautahat,1,B,Panilal Mahato,Male,RPP,159,
2,S2RAU12,2,Rautahat,1,B,Ramchandra Mahara,Male,Independent,36,
2,S2RAU12,2,Rautahat,1,B,Rabindra Sah,Male,Independent,22,
2,S2RAU12,2,Rautahat,1,B,Lal Bahadur Sah,Male,Independent,18,
2,S2RAU12,2,Rautahat,1,B,Prabhu Sah,Male,Independent,56,
2,S2RAU21,2,Rautahat,2,A,Jitendra Singh,Male,Independent,3,
2,S2RAU21,2,Rautahat,2,A,Mohammad Mahtab Alam,Male,Independent,11,
2,S2RAU21,2,Rautahat,2,A,Shekha Mahmad Aalam,Male,Nepali Janata Dal,228,
2,S2RAU21,2,Rautahat,2,A,Pankaj Kumar Sinha,Male,Independent,37,
2,S2RAU21,2,Rautahat,2,A,Hussain Aara Khatun,Female,"Dalit, Muslim Janashakti Party",71,
2,S2RAU21,2,Rautahat,2,A,Mukesh Prasad Chaudhary,Male,RPP,64,
2,S2RAU21,2,Rautahat,2,A,Jay Prakash Sah Teli,Male,Naya Shakti Party,180,
2,S2RAU21,2,Rautahat,2,A,Jagatlal Rae Yadav,Male,Independent,40,
2,S2RAU21,2,Rautahat,2,A,Chandrika Prasad Yadav,Male,Independent,10,
2,S2RAU21,2,Rautahat,2,A,Mohammad Nasim Akhtar,Male,Independent,11,
2,S2RAU21,2,Rautahat,2,A,Sheikh Martuja,Male,Unified RPP (Nationalist),56,
2,S2RAU21,2,Rautahat,2,A,Nagendra Prasad Sinha,Male,Nepali Congress,11851,1
2,S2RAU21,2,Rautahat,2,A,Pramanand Thakur,Male,Nepal Janata Party,153,
2,S2RAU21,2,Rautahat,2,A,Ram Sankar Thakur (Dr.),Male,RJP-N,5070,
2,S2RAU21,2,Rautahat,2,A,Sheikh Jamaluddin,Male,Rastriya Janamorcha,117,
2,S2RAU21,2,Rautahat,2,A,Mohammad  Habil,Male,Independent,7,
2,S2RAU21,2,Rautahat,2,A,Shanker Sah Baniya,Male,Independent,5,
2,S2RAU21,2,Rautahat,2,A,Sanjay Kumar Yadav,Male,Independent,9,
2,S2RAU21,2,Rautahat,2,A,Sheikh Hasin Akhtar,Male,Independent,10,
2,S2RAU21,2,Rautahat,2,A,Sheikh Abdur Ahmed,Male,Independent,465,
2,S2RAU21,2,Rautahat,2,A,Shailendra Shah,Male,CPN-UML,7761,
2,S2RAU21,2,Rautahat,2,A,Sohan Prasad Sah,Male,Independent,11,
2,S2RAU22,2,Rautahat,2,B,Kamrej Akhtar,Male,Nepali Janata Dal,782,
2,S2RAU22,2,Rautahat,2,B,Sheikh Amirul Haq,Male,Nepal Majdur Kishan Party,75,
2,S2RAU22,2,Rautahat,2,B,Ram Kishor Prasad Yadav,Male,Sanghiya Samajwadi Forum,9522,1
2,S2RAU22,2,Rautahat,2,B,Sheikh Meraj Ahmed,Male,Independent,31,
2,S2RAU22,2,Rautahat,2,B,Anat Rae Yadav,Male,Madhesh Terai Forum,211,
2,S2RAU22,2,Rautahat,2,B,Bhageshwar Rae Yadav,Male,Independent,14,
2,S2RAU22,2,Rautahat,2,B,Manoj Kumar Yadav,Male,Maoist Centre,7966,
2,S2RAU22,2,Rautahat,2,B,Jayprakash Kaushal,Male,Independent,26,
2,S2RAU22,2,Rautahat,2,B,Ramchandra Giri,Male,Nepali Congress,7757,
2,S2RAU22,2,Rautahat,2,B,Kavindra Rae Yadav,Male,Independent,11,
2,S2RAU22,2,Rautahat,2,B,Ramdinesh Rae Yadav,Male,Independent,17,
2,S2RAU22,2,Rautahat,2,B,Ladai Rae Yadav,Male,Independent,14,
2,S2RAU22,2,Rautahat,2,B,Sheikh Bhola,Male,Unified RPP (Nationalist),114,
2,S2RAU22,2,Rautahat,2,B,Ajay Kumar,Male,RPP,43,
2,S2RAU22,2,Rautahat,2,B,Gobind Kumar Patel,Male,Independent,13,
2,S2RAU31,2,Rautahat,3,A,Saifun Nesha,Female,Independent,22,
2,S2RAU31,2,Rautahat,3,A,Dipendra Prasad Yadav,Male,Independent,58,
2,S2RAU31,2,Rautahat,3,A,Mohammad Seraj,Male,Nepali Congress,7441,
2,S2RAU31,2,Rautahat,3,A,Mohammad Moinuddin Mansuri,Male,Nepal Sanghiya Samajwadi Party,156,
2,S2RAU31,2,Rautahat,3,A,Sheikh Ansar Ahmed,Male,Independent,20,
2,S2RAU31,2,Rautahat,3,A,Jaykaran Yadav,Male,Independent,35,
2,S2RAU31,2,Rautahat,3,A,Gobind Chaudhary,Male,RJP-N,10834,
2,S2RAU31,2,Rautahat,3,A,Aslam Siddhiki,Male,Independent,54,
2,S2RAU31,2,Rautahat,3,A,Ramtahal Chaudhary,Male,RPP,94,
2,S2RAU31,2,Rautahat,3,A,Nagendra Rae Yadav,Male,CPN-UML,11182,1
2,S2RAU32,2,Rautahat,3,B,Birbahadur Sah Kanu,Male,Independent,12,
2,S2RAU32,2,Rautahat,3,B,Ramishwar Rae Yadav,Male,Unified RPP (Nationalist),155,
2,S2RAU32,2,Rautahat,3,B,Ginti Sah Kanu,Male,Nepal Majdur Kishan Party,93,
2,S2RAU32,2,Rautahat,3,B,Bokindra Baita,Male,Bahujan Shakti Party,417,
2,S2RAU32,2,Rautahat,3,B,Chandeshwar Thakur,Male,Independent,2,
2,S2RAU32,2,Rautahat,3,B,Brij Kishor Prasad  Yadav,Male,Sanghiya Samajwadi Forum,10334,
2,S2RAU32,2,Rautahat,3,B,Ramsiha Rae Yadav,Male,Independent,42,
2,S2RAU32,2,Rautahat,3,B,Ram Narayan Prasad Yadav,Male,Nepali Congress,6692,
2,S2RAU32,2,Rautahat,3,B,Chunchun Prasad Yadav,Male,Independent,38,
2,S2RAU32,2,Rautahat,3,B,Rajkishor Prasad Yadav,Male,Independent,14,
2,S2RAU32,2,Rautahat,3,B,Ramsagar Thakur,Male,Independent,20,
2,S2RAU32,2,Rautahat,3,B,Rajkumar Prasad Patel,Male,Nepali Janata Dal,105,
2,S2RAU32,2,Rautahat,3,B,Berahim Dewan,Male,Independent,19,
2,S2RAU32,2,Rautahat,3,B,Hari Narayan Prasad Yadav,Male,Independent,5,
2,S2RAU32,2,Rautahat,3,B,Parmanand Rae Yadav,Male,Independent,15,
2,S2RAU32,2,Rautahat,3,B,Kundan Prasad Kushawaha,Male,Maoist Centre,14302,1
2,S2RAU32,2,Rautahat,3,B,Devkanta Rae Yadav,Male,Independent,10,
2,S2RAU32,2,Rautahat,3,B,Mahendra Prasad Chaudhary,Male,Independent,34,
2,S2RAU32,2,Rautahat,3,B,Yogendra Rae Yadav,Male,Independent,20,
2,S2RAU32,2,Rautahat,3,B,Chandrakishor Mahato Koiri,Male,Rastriya Janamorcha,34,
2,S2RAU41,2,Rautahat,4,A,Devendra Prasad Patel,Male,Maoist Centre,12272,
2,S2RAU41,2,Rautahat,4,A,Raju Dhami,Male,Independent,3753,
2,S2RAU41,2,Rautahat,4,A,Dhan Lal Thokkar,Male,Nepali Congress,13610,1
2,S2RAU41,2,Rautahat,4,A,Krishna Kamal Timilsina,Male,Independent,7,
2,S2RAU41,2,Rautahat,4,A,Ram Babu Chaudhary,Male,Independent,13,
2,S2RAU41,2,Rautahat,4,A,Mukti Narayan Chaudhary,Male,RJP-N,2696,
2,S2RAU41,2,Rautahat,4,A,Durga Chaudhary,Female,Nepali Janata Dal,286,
2,S2RAU41,2,Rautahat,4,A,Dikshit Paudel,Male,Independent,2,
2,S2RAU41,2,Rautahat,4,A,Ram Babu Prasad Kuswaha,Male,RPP (Democratic),148,
2,S2RAU41,2,Rautahat,4,A,Rajendra Mohara Chamar,Male,Deshbhakta Janaganatantrik Morcha,78,
2,S2RAU41,2,Rautahat,4,A,Rupa Thokkar,Female,CPN-ML,655,
2,S2RAU41,2,Rautahat,4,A,Mamata Kumari,Female,Nepal Majdur Kishan Party,36,
2,S2RAU41,2,Rautahat,4,A,Bijay Raj Naupane,Male,Naya Shakti Party,63,
2,S2RAU41,2,Rautahat,4,A,Ram Bahadur Khatwe,Male,Independent,5,
2,S2RAU41,2,Rautahat,4,A,Binesh Rae Yadav,Male,Nepal Janata Party,24,
2,S2RAU41,2,Rautahat,4,A,Mahendra Prasad Yadav,Male,Independent,20,
2,S2RAU42,2,Rautahat,4,B,Sheikh Babaidullah,Male,Independent,5,
2,S2RAU42,2,Rautahat,4,B,Akul Sahani,Male,Independent,2,
2,S2RAU42,2,Rautahat,4,B,Devendra Rae Yadav,Male,Independent,8,
2,S2RAU42,2,Rautahat,4,B,Mina Devi Tharu,Female,Unified RPP (Nationalist),68,
2,S2RAU42,2,Rautahat,4,B,Mahendra Sahani,Male,Lok Kalyankari Janata Party,12,
2,S2RAU42,2,Rautahat,4,B,Nagendra Yadav,Male,CPN-UML,6674,
2,S2RAU42,2,Rautahat,4,B,Sheikh Amruddin,Male,Nepal Sanghiya Samajwadi Party,56,
2,S2RAU42,2,Rautahat,4,B,Jaypal Sahani,Male,RPP,278,
2,S2RAU42,2,Rautahat,4,B,Chhabilal Sahani,Male,Independent,11,
2,S2RAU42,2,Rautahat,4,B,Harendra Jha,Male,Nepal Janata Party,46,
2,S2RAU42,2,Rautahat,4,B,Ramdular Rae Yadav,Male,Independent,27,
2,S2RAU42,2,Rautahat,4,B,Pradip Samsher Rana,Male,RJP-N,4840,
2,S2RAU42,2,Rautahat,4,B,Bhawichhan Sahani,Male,Independent,3,
2,S2RAU42,2,Rautahat,4,B,Ramagya Rae,Male,Nepali Congress,7268,
2,S2RAU42,2,Rautahat,4,B,Suresh Rae Yadav,Male,Independent,7,
2,S2RAU42,2,Rautahat,4,B,Sheikh Abulkalam Azad,Male,Independent,7393,1
2,S2RAU42,2,Rautahat,4,B,Prahalad Shah Teli,Male,Deshbhakta Janaganatantrik Morcha,100,
2,S2BAR11,2,Bara,1,A,Sita Chaudhary,Female,Sanghiya Samajwadi Forum,113,
2,S2BAR11,2,Bara,1,A,Triloki Prasad,Male,CPN-UML,18445,1
2,S2BAR11,2,Bara,1,A,Mojhar Hussain Mansur,Male,Nepal Sanghiya Samajwadi Party,86,
2,S2BAR11,2,Bara,1,A,Shiva Prasad Timilsina,Male,RPP,476,
2,S2BAR11,2,Bara,1,A,Pema Siddhi Lama,Male,Nepali Congress,16484,
2,S2BAR11,2,Bara,1,A,Suresh Baitha,Male,Sanghiya Samajwadi Forum,2478,
2,S2BAR12,2,Bara,1,B,Saroj Kumar Yadav,Male,RJP-N,14269,1
2,S2BAR12,2,Bara,1,B,Mohammad Islam Ansari,Male,Maoist Centre,5435,
2,S2BAR12,2,Bara,1,B,Jayprakash Thakur Hajam,Male,Independent,185,
2,S2BAR12,2,Bara,1,B,Brahmadev Shah Kanu,Male,Nepal Sanghiya Samajwadi Party,304,
2,S2BAR12,2,Bara,1,B,Raj Kishor Singh,Male,Rastriya Janamorcha,34,
2,S2BAR12,2,Bara,1,B,Ram Jinish Hajra,Male,Independent,9,
2,S2BAR12,2,Bara,1,B,Bhagawat Prasad Shah,Male,Nepali Congress,8126,
2,S2BAR12,2,Bara,1,B,Prabhudas Tatma,Male,Nepali Janata Dal,208,
2,S2BAR12,2,Bara,1,B,Buddhamanti Devi Dusadh,Female,Unified RPP (Nationalist),136,
2,S2BAR12,2,Bara,1,B,Manoj Kumar,Male,Jana Samajwadi Party,500,
2,S2BAR12,2,Bara,1,B,Jivan Mukhiya Bin,Male,Independent,31,
2,S2BAR21,2,Bara,2,A,Shree Bhagwan Raut Kurmi,Male,Independent,22,
2,S2BAR21,2,Bara,2,A,Kanti Devi Tharuni,Female,Independent,7,
2,S2BAR21,2,Bara,2,A,Satya Narayan Raut Ahir,Male,Independent,37,
2,S2BAR21,2,Bara,2,A,Kedar Prasad Yadav,Male,Independent,88,
2,S2BAR21,2,Bara,2,A,Suresh Kumar Kanu,Male,Independent,36,
2,S2BAR21,2,Bara,2,A,Raj Kumari Devi Chamar,Female,Independent,35,
2,S2BAR21,2,Bara,2,A,Rameshwar Mahara,Male,Independent,3,
2,S2BAR21,2,Bara,2,A,Mina Kumhain,Female,Independent,16,
2,S2BAR21,2,Bara,2,A,Santosh Kumar,Male,Independent,16,
2,S2BAR21,2,Bara,2,A,Sambhu Prasad Shah Kanu,Male,Independent,14,
2,S2BAR21,2,Bara,2,A,Sharda Shanker Prasad Kalwar,Male,Sanghiya Samajwadi Forum,16671,1
2,S2BAR21,2,Bara,2,A,Ganesh Prasad Shah Kalwar,Male,Maoist Centre,4279,
2,S2BAR21,2,Bara,2,A,Ram Prabesh Yadav,Male,Nepali Congress,8100,
2,S2BAR21,2,Bara,2,A,Baleshwar Yadav,Male,Independent,16,
2,S2BAR21,2,Bara,2,A,Pradip Kumar Thakur,Male,Naya Shakti Party,43,
2,S2BAR21,2,Bara,2,A,Krishna Prasad Paswan,Male,Liberal Democratic Party,96,
2,S2BAR21,2,Bara,2,A,Hira Lal Prasad Chaudhary,Male,Nepal Sanghiya Samajwadi Party,156,
2,S2BAR21,2,Bara,2,A,Gopal Sahani,Male,Rastriya Yatharthwadi Party,89,
2,S2BAR22,2,Bara,2,B,Balram Prasad Yadav,Male,Independent,10,
2,S2BAR22,2,Bara,2,B,Ramdahin Rae,Male,Nepal Samajwadi Party (Lohiyawadi),85,
2,S2BAR22,2,Bara,2,B,Rajendra Prasad Yadav,Male,Independent,7,
2,S2BAR22,2,Bara,2,B,Sambhu Hajra Dusadh,Male,Rastriya Yatharthwadi Party,100,
2,S2BAR22,2,Bara,2,B,Binod Prasad Yadav,Male,Independent,12,
2,S2BAR22,2,Bara,2,B,Brij Kishor Shah,Male,Nepal Sanghiya Samajwadi Party,101,
2,S2BAR22,2,Bara,2,B,Sailesh Kumar Kalwar,Male,Deshbhakta Janaganatantrik Morcha,105,
2,S2BAR22,2,Bara,2,B,Bacha Raut Ahir,Male,Sanghiya Samajwadi Forum,11503,1
2,S2BAR22,2,Bara,2,B,Dhuplal Prasad Sahani,Male,Naya Shakti Party,263,
2,S2BAR22,2,Bara,2,B,Ram Prasad Yadav,Male,Independent,31,
2,S2BAR22,2,Bara,2,B,Mewalal Prasad Yadav,Male,Independent,17,
2,S2BAR22,2,Bara,2,B,Mani Bhusan Kumar Yadav,Male,Nepali Congress,6119,
2,S2BAR22,2,Bara,2,B,Jalandhar Singh Jaiswal,Male,Independent,5804,
2,S2BAR22,2,Bara,2,B,Ram Janam Sharma,Male,Independent,22,
2,S2BAR22,2,Bara,2,B,Ram Sagar Prasad Yadav,Male,CPN-UML,2779,
2,S2BAR22,2,Bara,2,B,Paltu Mukhiya Bin,Male,Nepali Janata Dal,170,
2,S2BAR31,2,Bara,3,A,Chandrakanta Prasad Yadav,Male,Independent,17,
2,S2BAR31,2,Bara,3,A,Uday Narayan Khan Tharu,Male,Rastriya Janamorcha,257,
2,S2BAR31,2,Bara,3,A,Madan Prasad Sah Kalwar,Male,Nepal Janata Party,128,
2,S2BAR31,2,Bara,3,A,Suresh Khan,Male,Naya Shakti Party,134,
2,S2BAR31,2,Bara,3,A,Jwala Kumari Sah,Female,Maoist Centre,11771,1
2,S2BAR31,2,Bara,3,A,Ruplal Chaudhary,Male,Sanghiya Samajwadi Forum,6382,
2,S2BAR31,2,Bara,3,A,Sanjay Kumar Tiwari,Male,Independent,9,
2,S2BAR31,2,Bara,3,A,Bhim Bahadur Lama (Tamang),Male,Independent,8,
2,S2BAR31,2,Bara,3,A,Ram Lal Dusadh,Male,Bahujan Shakti Party,104,
2,S2BAR31,2,Bara,3,A,Maya Devi Ram,Female,Unified RPP (Nationalist),201,
2,S2BAR31,2,Bara,3,A,Mahantha Sa Teli,Male,Nepal Sanghiya Samajwadi Party,135,
2,S2BAR31,2,Bara,3,A,Bharat Bahadur Khadka,Male,Independent,1308,
2,S2BAR31,2,Bara,3,A,Ramananda Prasad Yadav,Male,Nepali Congress,10147,
2,S2BAR32,2,Bara,3,B,Mohammad Safik Ansari,Male,Nepal Sanghiya Samajwadi Party,494,
2,S2BAR32,2,Bara,3,B,Mujamil Miya Ansari,Male,Rastriya Janamukti party,46,
2,S2BAR32,2,Bara,3,B,Binod Prasad Godh,Male,Nepal Janata Party,463,
2,S2BAR32,2,Bara,3,B,Tarkeshwar Mishra,Male,Naya Shakti Party,85,
2,S2BAR32,2,Bara,3,B,Mohammad Samiullah,Male,CPN-UML,3430,
2,S2BAR32,2,Bara,3,B,Jay Chandra Prasad Chaurasiya,Male,Nepali Congress,4386,
2,S2BAR32,2,Bara,3,B,Harishankar Mehta Khatri,Male,Nepal Majdur Kishan Party,807,
2,S2BAR32,2,Bara,3,B,Kalamuddin Ansari,Male,Independent,3739,
2,S2BAR32,2,Bara,3,B,Ayodhya Prasad Shah Kanu,Male,Independent,45,
2,S2BAR32,2,Bara,3,B,Suresh Prasad Sah,Male,Bahujan Shakti Party,407,
2,S2BAR32,2,Bara,3,B,Parash Prasad Sah,Male,Sanghiya Samajwadi Forum,11517,1
2,S2BAR32,2,Bara,3,B,Kisun Raut Ahir,Male,Independent,25,
2,S2BAR32,2,Bara,3,B,Bijay Kumar Sah,Male,Independent,12,
2,S2BAR41,2,Bara,4,A,Najir Hussain Dewan,Male,Naya Shakti Party,104,
2,S2BAR41,2,Bara,4,A,Kamrulhoda Mansuri,Male,Unified RPP (Nationalist),106,
2,S2BAR41,2,Bara,4,A,Sundar Bahadur Bishwakarma,Male,CPN-UML,11770,1
2,S2BAR41,2,Bara,4,A,Devanand Chaudhary,Male,Deshbhakta Janaganatantrik Morcha,66,
2,S2BAR41,2,Bara,4,A,Santosh Sah,Male,Independent,17,
2,S2BAR41,2,Bara,4,A,Ghanasyham Giri,Male,RJP-N,7386,
2,S2BAR41,2,Bara,4,A,Saraswati Upadhyay,Female,Rastriya Janamorcha,77,
2,S2BAR41,2,Bara,4,A,Jageshwar Giri,Male,RPP,158,
2,S2BAR41,2,Bara,4,A,Binod Sapkota,Male,Bibeksheel Sajha Party,751,
2,S2BAR41,2,Bara,4,A,Banbari Lal Chaudhary,Male,Sanghiya Loktantrik Rastriya Manch (Tharuhat),147,
2,S2BAR41,2,Bara,4,A,Surendra Chaudhary,Male,Independent,7,
2,S2BAR41,2,Bara,4,A,Om Krishna Karki,Male,Nepali Congress,8323,
2,S2BAR41,2,Bara,4,A,Sanjay Prasad Patel,Male,Independent,3,
2,S2BAR41,2,Bara,4,A,Bharat Bahadur Ghale,Male,Independent,478,
2,S2BAR41,2,Bara,4,A,Ramesh Prasad Kharel,Male,Independent,13,
2,S2BAR42,2,Bara,4,B,Umesh Kumar Kushwaha,Male,Maoist Centre,5692,
2,S2BAR42,2,Bara,4,B,Kedar Prasad Teli,Male,Nepal Samajwadi Party (Lohiyawadi),361,
2,S2BAR42,2,Bara,4,B,Birj Kishor Shah Kalwar,Male,Naya Shakti Party,457,
2,S2BAR42,2,Bara,4,B,Ananda Prakash Yadav,Male,RPP (Democratic),1231,
2,S2BAR42,2,Bara,4,B,Ashok Kumar Kalwar,Male,Independent,257,
2,S2BAR42,2,Bara,4,B,Rama Dhar Shah Teli,Male,Unified RPP (Nationalist),407,
2,S2BAR42,2,Bara,4,B,Rambabu Sah Sonar,Male,Rastriya Janamorcha,23,
2,S2BAR42,2,Bara,4,B,Kishorilal Prasad Sah,Male,Independent,14,
2,S2BAR42,2,Bara,4,B,Om Prakash Mahato,Male,Independent,18,
2,S2BAR42,2,Bara,4,B,Jitendra Prasad Sonar,Male,RJP-N,13118,1
2,S2BAR42,2,Bara,4,B,Mojaid Ansari,Male,Independent,41,
2,S2BAR42,2,Bara,4,B,Santosh Kumar Sah Kanu,Male,Independent,11,
